id,title,company,location,salary_min,salary_max,salary_mid,query,month
5641520344,Senior Business Analyst,Gs1 Canada,"Lawrence Park, City of Toronto",90000.0,110000.0,100000.0,business analyst,2026-02
5659603446,Senior Business Analyst,Hire Values,"Toronto, Ontario",,,,business analyst,2026-03
5673551358,Business Analyst For Metal,Bmo,"Toronto, Ontario",,,,business analyst,2026-03
5667913455,Sr. Business Analyst,Cgi,"Toronto, Ontario",80000.0,130000.0,105000.0,business analyst,2026-03
5359434857,Junior Business Analyst,Insight Global,"Toronto, Ontario",,,,business analyst,2025-08
5654277721,Senior Guidewire Business Analyst,Maarut,"East York, Toronto",,,,business analyst,2026-03
5669755343,Rq10812 - Business Analyst - Senior,Maarut,"East York, Toronto",,,,business analyst,2026-03
5670383234,Business Analyst - Capital Markets,Astra North Infoteck Inc.,"Toronto, Ontario",10000.0,,10000.0,business analyst,2026-03
5627221277,Rq10406 - Business Analyst - Senior,Source Code,"Toronto, Ontario",,,,business analyst,2026-02
5648327682,Business Analyst – Ai Products,Astra North Infoteck Inc.,"Toronto, Ontario",10000.0,,10000.0,business analyst,2026-02
5672921097,Senior Business Analyst,Iko,"Mississauga, Peel region",,,,business analyst,2026-03
5284261833,Business Analyst,Workhoppers,"Hamilton region, Ontario",,,,business analyst,2025-07
5649427660,Business Analyst,Insight Global,"Woodbridge, York region",,,,business analyst,2026-02
5672282532,Business Analyst,Ecycle,"Brampton, Peel region",,,,business analyst,2026-03
5658034764,Business Analyst,City Of Mississauga,"Mississauga, Peel region",,,,business analyst,2026-03
5665646839,Business Analyst,Bgis,"Markham, York region",60505.0,75633.0,68069.0,business analyst,2026-03
5649067267,Business Analyst,Bgis,"Markham, York region",,,,business analyst,2026-02
5656642717,Business Analyst,Metro Supply Chain,"Mississauga, Peel region",,,,business analyst,2026-03
5585567537,Business Analyst,"Ntt Data Americas, Inc.","Tiverton, Bruce region",,,,business analyst,2026-01
5567249433,Business Analyst,Bgis,"Ottawa, Ottawa region",75374.0,94218.0,84796.0,business analyst,2026-01
5586377550,Business Analyst,Enercare,"Markham, York region",,,,business analyst,2026-01
5658779488,Business Analyst,Bgis,"Ottawa, Ottawa region",,,,business analyst,2026-03
5660134201,Business Intelligence Analyst,Bayshore Healthcare,"Mississauga, Peel region",,,,business analyst,2026-03
5672917992,"Business Analyst Student, Bolton Dc (12 Months) - Summer 2026",Canadian Tire,"Bolton, Peel region",,,,business analyst,2026-03
5672917966,"Business Analyst Student, Domestic Transportation (12 Months) - Summer 2026","Canadian Tire Corporation, Limited","Mississauga, Peel region",,,,business analyst,2026-03
5672917961,"Business Analyst Student, Domestic Transportation (12 Months) - Summer 2026",Canadian Tire,"Mississauga, Peel region",,,,business analyst,2026-03
5657397884,It Business Analyst,Sethi International Trans Inc.,"Milton, Halton",87360.0,104000.0,95680.0,business analyst,2026-03
5548819896,Senior Business Analyst,Centrilogic,"Ontario, Canada",,,,business analyst,2025-12
5668599152,Business Analyst,Turner & Townsend,"Edmonton, Edmonton region",,,,business analyst,2026-03
5494765269,Business Analyst,Sapsol Technologies Inc,Canada,75.0,80.0,77.5,business analyst,2025-11
5672481176,Business Analyst,Maarut,"Montréal East, Montréal",208000.0,208000.0,208000.0,business analyst,2026-03
5668890839,Business Analyst,Swim Recruiting,"Greater Vancouver, British Columbia",,,,business analyst,2026-03
5674644155,Business Analyst,Swim Recruiting,"Greater Vancouver, British Columbia",,,,business analyst,2026-03
5665757162,Business Analyst,Ia Financial Group,"Québec City, Québec",,,,business analyst,2026-03
5607780820,Business Analyst,Alquemy,"Edmonton, Edmonton region",,,,business analyst,2026-01
5669895249,Business Analyst,Connectu,"Abbotsford, Fraser Valley",,,,business analyst,2026-03
5594243374,Business Analyst,Alquemy,"Regina region, Saskatchewan",,,,business analyst,2026-01
5665631097,Business Analyst,Ia Financial Group,Canada,,,,business analyst,2026-03
5635058506,Business Analyst,First Canadian Insurance Corporation,"Clover Bar, Edmonton",,,,business analyst,2026-02
4801479758,Business Analyst,Ideal,Canada,,,,business analyst,2024-07
5648983479,Business Analyst,Paladin Security,"Burnaby, Greater Vancouver",,,,business analyst,2026-02
5649067167,Business Analyst,Aveva,"Calgary, Calgary region",,,,business analyst,2026-02
5654098578,Business Analyst,Future Works,Canada,,,,business analyst,2026-03
5675068224,Business Analyst,Turner & Townsend,"Edmonton, Edmonton region",,,,business analyst,2026-03
5633472417,Business Analyst,"Loyalty Juggernaut, Inc",Canada,,,,business analyst,2026-02
5603713181,Business Analyst,Teleperformance,Canada,,,,business analyst,2026-01
5655292395,Business Analyst,Anglophone School District,"New Brunswick, Canada",58474.0,81770.0,70122.0,business analyst,2026-03
5656753791,Business Analyst,Enerflex Ltd.,"Calgary, Calgary region",,,,business analyst,2026-03
5672276124,Business Analyst,Unsw,"Sydney, Cape Breton",,,,business analyst,2026-03
5673439974,Business Analyst,Unsw,"Sydney, Cape Breton",,,,business analyst,2026-03
5674609807,Business Analyst,Teleperformance,Canada,,,,business analyst,2026-03
5654234533,Business Analyst,Richardson International,"Regina region, Saskatchewan",,,,business analyst,2026-03
5636537220,Business Analyst,Iko,Canada,,,,business analyst,2026-02
5661284574,Business Analyst,Insight Global,"Calgary, Calgary region",,,,business analyst,2026-03
5672912774,Business Analyst,Maarut,"Montréal East, Montréal",83200.0,104000.0,93600.0,business analyst,2026-03
5672920563,Data Scientist,Sobeys,"Toronto, Ontario",,,,data scientist,2026-03
5672917921,Data Scientist,"Canadian Tire Corporation, Limited","Toronto, Ontario",,,,data scientist,2026-03
5672917924,Data Scientist,Canadian Tire,"Toronto, Ontario",,,,data scientist,2026-03
5672917930,Data Scientist,Canadian Tire,"Toronto, Ontario",,,,data scientist,2026-03
5672917882,"Data Scientist, Modeling And Experimentation",Canadian Tire,"Toronto, Ontario",,,,data scientist,2026-03
5672917894,"Data Scientist, Modeling And Experimentation",Canadian Tire Corporation,"Toronto, Ontario",,,,data scientist,2026-03
5672917906,"Data Scientist, Statistics And Modelling - 2 Year Contract","Canadian Tire Corporation, Limited","Toronto, Ontario",,,,data scientist,2026-03
5672917907,"Data Scientist, Statistics And Modelling - 2 Year Contract",Canadian Tire,"Toronto, Ontario",,,,data scientist,2026-03
5636863191,Data Scientist,Scene+,"King and Spadina, City of Toronto",,,,data scientist,2026-02
5668458368,Data Scientist,Ample Insight Inc.,"Toronto, Ontario",,,,data scientist,2026-03
5658751829,Data Scientist,Scene+,"King and Spadina, City of Toronto",,,,data scientist,2026-03
5641465064,Data Scientist,Hellofresh,"Toronto, Ontario",90000.0,100000.0,95000.0,data scientist,2026-02
4870523495,Data Scientist,V15P1Talonnn,"Toronto, Ontario",4500.0,6000.0,5250.0,data scientist,2024-09
5645357192,Data Scientist,Achievers,"Toronto, Ontario",108000.0,150000.0,129000.0,data scientist,2026-02
5183094089,Data Scientist,V15P1Talonnn,"Toronto, Ontario",,,,data scientist,2025-05
5614310665,Data Scientist,Polar Amp,"Union Station, City of Toronto",130000.0,155000.0,142500.0,data scientist,2026-02
5654234870,Data Scientist,Telus,"Toronto, Ontario",,,,data scientist,2026-03
5652170645,Data Scientist,Nielseniq,"Toronto, Ontario",,,,data scientist,2026-03
5590641591,Data Scientist,Canadian Tire Corporation,"Toronto, Ontario",57000.0,88000.0,72500.0,data scientist,2026-01
5671750012,Data Scientist,Snappay,"Etobicoke, Toronto",75000.0,150000.0,112500.0,data scientist,2026-03
5650516931,Data Scientist,Interac Corp.,"Toronto, Ontario",,,,data scientist,2026-03
5671058139,Data Scientist,Tripledot,"Toronto, Ontario",95000.0,115000.0,105000.0,data scientist,2026-03
4870513913,Data Scientist,Riskthinking.Ai,"Harbord, City of Toronto",,,,data scientist,2024-09
5672449565,Data Scientist,Bmo,"Toronto, Ontario",,,,data scientist,2026-03
5652674366,Data Scientist,Cgi,"Toronto, Ontario",80000.0,130000.0,105000.0,data scientist,2026-03
5672917896,"Senior Data Scientist, Predictive Modelling - 2 Year Contract","Canadian Tire Corporation, Limited","Toronto, Ontario",,,,data scientist,2026-03
5672917895,"Senior Data Scientist, Predictive Modelling - 2 Year Contract",Canadian Tire,"Toronto, Ontario",,,,data scientist,2026-03
5518926147,Senior Data Scientist,Massive Insights Inc.,"Toronto, Ontario",,,,data scientist,2025-11
5670076428,Senior Data Scientist,Rockstar,"Toronto, Ontario",,,,data scientist,2026-03
5648437487,Senior Data Scientist,Massive Insights Inc.,"Toronto, Ontario",,,,data scientist,2026-02
5652843232,Data Scientist (Masters),Alignerr,"Toronto, Ontario",,,,data scientist,2026-03
5669970318,Senior Data Scientist,Gorgias,"Toronto, Ontario",,,,data scientist,2026-03
5576342274,Principal Data Scientist,Autotrader.Ca,"Toronto, Ontario",,,,data scientist,2026-01
5250716021,Principal Data Scientist,Autodesk,"Toronto, Ontario",,,,data scientist,2025-06
5665764629,Data Science Manager,Deloitte,"Toronto, Ontario",,,,data scientist,2026-03
5626762904,Data Science Manager,Deloitte,"Toronto, Ontario",,,,data scientist,2026-02
5661288113,Marketing Data Scientist,Insight Global,"Toronto, Ontario",,,,data scientist,2026-03
5436978383,Senior Data Scientist,Description Chubb,"Toronto, Ontario",,,,data scientist,2025-10
5166750812,"Data Scientist, International",Doordash Canada,"Toronto, Ontario",114000.0,142500.0,128250.0,data scientist,2025-04
5620743907,Staff Data Scientist,Clutch Technologies,"Toronto, Ontario",,,,data scientist,2026-02
5660115695,Staff Data Scientist,Clutch Technologies Inc.,"Toronto, Ontario",,,,data scientist,2026-03
5675084956,Data Science Specialist,Mercor,"Toronto, Ontario",,,,data scientist,2026-03
5640347438,Product Data Scientist,Gptzero,"Toronto, Ontario",120000.0,185000.0,152500.0,data scientist,2026-02
5675084986,Data Science Specialist,Mercor,"Toronto, Ontario",,,,data scientist,2026-03
5626762905,Senior Data Scientist,Deloitte,"Toronto, Ontario",,,,data scientist,2026-02
5665764619,Senior Data Scientist,Deloitte,"Toronto, Ontario",,,,data scientist,2026-03
5649067186,Data Scientist (Toronto),Fox Tech,"Toronto, Ontario",,,,data scientist,2026-02
5641499741,Lead Data Scientist,Fullscript,"Toronto, Ontario",,,,data scientist,2026-02
5564891823,Data Science Engineer,Adobe,"Toronto, Ontario",,,,data scientist,2026-01
5649067026,Data Scientist Iii,Td,"Toronto, Ontario",,,,data scientist,2026-02
5628917923,Data Scientist,Larus Technologies,"Ottawa, Ottawa region",,,,data scientist,2026-02
5670495413,Data Scientist,Targeted Talent,"Kitchener, Waterloo region",80000.0,100000.0,90000.0,data scientist,2026-03
5670494738,Data Scientist,Targeted Talent,"Ottawa, Ottawa region",80000.0,100000.0,90000.0,data scientist,2026-03
5658743176,Data Scientist,Bgis,"Markham, York region",82432.0,103040.0,92736.0,data scientist,2026-03
5615903552,Data Scientist,Giatec Scientific Inc.,"Bells Corners, Ottawa",,,,data scientist,2026-02
5658455736,Data Scientist,Giatec Scientific Inc.,"Nepean, Ottawa region",,,,data scientist,2026-03
5656139418,Data Scientist,Targeted Talent,"Ottawa, Ottawa region",,,,data scientist,2026-03
5656138399,Data Scientist,Targeted Talent,"Waterloo, Waterloo region",,,,data scientist,2026-03
5656130394,Data Scientist,Targeted Talent,"Kitchener, Waterloo region",,,,data scientist,2026-03
5631126897,Data Scientist,Larus Technologies,"Ottawa, Ottawa region",100000.0,125000.0,112500.0,data scientist,2026-02
5668462732,Data Scientist,Larus Technologies,"Ottawa, Ottawa region",,,,data scientist,2026-03
5629107621,Data Scientist,Fujitsu,"Ottawa, Ottawa region",,,,data scientist,2026-02
5649427580,Data Scientist,Fujitsu,"Ottawa, Ottawa region",,,,data scientist,2026-02
5585567509,Data Scientist,"Mcafee, Inc.","Ontario, Canada",,,,data scientist,2026-01
5662042280,Data Scientist,Cgi,"Ottawa, Ottawa region",75000.0,125000.0,100000.0,data scientist,2026-03
5640673276,Data Scientist,Adastra Corporation,"Thornhill, York region",,,,data scientist,2026-02
5616036323,Data Scientist,Loblaw Companies,"Brampton, Peel region",0.0,110.0,55.0,data scientist,2026-02
5649067327,"Senior Data Scientist, Data Science Coe",Sun Life,"Waterloo region, Ontario",,,,data scientist,2026-02
5624686534,Junior Data Scientist,Carms,"Ottawa, Ottawa region",,,,data scientist,2026-02
5652612114,Data Scientist/Senior Data Scientist,Kindsight,Canada,,,,data scientist,2026-03
5616882484,Data Scientist,Delan,Canada,,,,data scientist,2026-02
5656964330,Data Scientist,Accurant International,Canada,160000.0,200000.0,180000.0,data scientist,2026-03
5673418482,Data Scientist,Eleks,Canada,,,,data scientist,2026-03
5671012776,Data Scientist,Business Development Bank Of Canada,"Montréal, Québec",,,,data scientist,2026-03
5329699114,Data Scientist,Targeted Talent,Canada,,,,data scientist,2025-07
5670492498,Data Scientist,Targeted Talent,"Vancouver, Greater Vancouver",80000.0,100000.0,90000.0,data scientist,2026-03
5670494818,Data Scientist,Targeted Talent,"Edmonton, Edmonton region",80000.0,100000.0,90000.0,data scientist,2026-03
5670496146,Data Scientist,Targeted Talent,"Halifax, Halifax region",80000.0,100000.0,90000.0,data scientist,2026-03
5670494822,Data Scientist,Targeted Talent,"Saskatoon, Saskatchewan",80000.0,100000.0,90000.0,data scientist,2026-03
5670495293,Data Scientist,Targeted Talent,"Saint John, Saint John region",80000.0,100000.0,90000.0,data scientist,2026-03
5670485287,Data Scientist,Targeted Talent,"Montréal, Québec",80000.0,100000.0,90000.0,data scientist,2026-03
5670484401,Data Scientist,Targeted Talent,"Winnipeg, Winnipeg region",80000.0,100000.0,90000.0,data scientist,2026-03
5670495262,Data Scientist,Targeted Talent,"Calgary, Calgary region",80000.0,100000.0,90000.0,data scientist,2026-03
5670487037,Data Scientist,Targeted Talent,"New Westminster, Greater Vancouver",80000.0,100000.0,90000.0,data scientist,2026-03
5661434725,Data Scientist,Epistemix,Canada,,,,data scientist,2026-03
5673333749,Data Scientist,Ia Financial Group,Canada,,,,data scientist,2026-03
5612252358,Data Scientist,J.D. Irving,"Saint John, Saint John region",,,,data scientist,2026-02
5329708528,Data Scientist,Targeted Talent,Canada,,,,data scientist,2025-07
5656140810,Data Scientist,Targeted Talent,"Montréal, Québec",,,,data scientist,2026-03
